Company,Industry,Country,Reporting_Year,Requirement_Area,Required_Data,Availability,Availability_Flag,Requirement_Count,Gap_Flag,Regulatory_Coverage_Pct,Data_Quality_Score,Readiness_Score,Gap,Priority,High_Risk_Gap_Count,Recommended_Action
TerraBuild Materials,Construction,Australia,2024,Scope 2,Scope 2 Emissions,Missing,0,1,1,44.4,83.9,56.3,Gap identified,Critical,2,Close the data gap and validate supporting evidence.
TerraBuild Materials,Construction,Australia,2024,Scope 3,Scope 3 Emissions,Missing,0,1,1,44.4,83.9,56.3,Gap identified,Critical,2,Close the data gap and validate supporting evidence.
TerraBuild Materials,Construction,Australia,2024,Energy consumption,Energy Consumption,Missing,0,1,1,44.4,83.9,56.3,Gap identified,High,2,Close the data gap and validate supporting evidence.
TerraBuild Materials,Construction,Australia,2024,Renewable energy,Renewable Energy Consumption,Available,1,1,0,44.4,83.9,56.3,No gap,Low,2,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2024,Emissions reduction target,Emissions Reduction Target,Missing,0,1,1,44.4,83.9,56.3,Gap identified,High,2,Close the data gap and validate supporting evidence.
TerraBuild Materials,Construction,Australia,2024,Net-zero target,Net Zero Target,Missing,0,1,1,44.4,83.9,56.3,Gap identified,High,2,Close the data gap and validate supporting evidence.
TerraBuild Materials,Construction,Australia,2024,Water,Water Consumption,Available,1,1,0,44.4,83.9,56.3,No gap,Low,2,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2024,Waste,Waste Generated,Available,1,1,0,44.4,83.9,56.3,No gap,Low,2,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Scope 1,Scope 1 Emissions,Available,1,1,0,88.9,89.2,89.0,No gap,Low,0,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Scope 2,Scope 2 Emissions,Available,1,1,0,88.9,89.2,89.0,No gap,Low,0,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Scope 3,Scope 3 Emissions,Available,1,1,0,88.9,89.2,89.0,No gap,Low,0,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Energy consumption,Energy Consumption,Available,1,1,0,88.9,89.2,89.0,No gap,Low,0,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Renewable energy,Renewable Energy Consumption,Available,1,1,0,88.9,89.2,89.0,No gap,Low,0,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Emissions reduction target,Emissions Reduction Target,Available,1,1,0,88.9,89.2,89.0,No gap,Low,0,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Net-zero target,Net Zero Target,Available,1,1,0,88.9,89.2,89.0,No gap,Low,0,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Water,Water Consumption,Available,1,1,0,88.9,89.2,89.0,No gap,Low,0,Maintain evidence and scheduled validation.
TerraBuild Materials,Construction,Australia,2025,Waste,Waste Generated,Missing,0,1,1,88.9,89.2,89.0,Gap identified,High,0,Close the data gap and validate supporting evidence.
UrbanCore Logistics,Logistics,United States,2024,Scope 1,Scope 1 Emissions,Available,1,1,0,77.8,90.5,81.6,No gap,Low,0,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2024,Scope 2,Scope 2 Emissions,Available,1,1,0,77.8,90.5,81.6,No gap,Low,0,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2024,Scope 3,Scope 3 Emissions,Available,1,1,0,77.8,90.5,81.6,No gap,Low,0,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2024,Energy consumption,Energy Consumption,Available,1,1,0,77.8,90.5,81.6,No gap,Low,0,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2024,Renewable energy,Renewable Energy Consumption,Available,1,1,0,77.8,90.5,81.6,No gap,Low,0,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2024,Emissions reduction target,Emissions Reduction Target,Missing,0,1,1,77.8,90.5,81.6,Gap identified,High,0,Close the data gap and validate supporting evidence.
UrbanCore Logistics,Logistics,United States,2024,Net-zero target,Net Zero Target,Available,1,1,0,77.8,90.5,81.6,No gap,Low,0,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2024,Water,Water Consumption,Available,1,1,0,77.8,90.5,81.6,No gap,Low,0,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2024,Waste,Waste Generated,Missing,0,1,1,77.8,90.5,81.6,Gap identified,High,0,Close the data gap and validate supporting evidence.
UrbanCore Logistics,Logistics,United States,2025,Scope 1,Scope 1 Emissions,Missing,0,1,1,77.8,92.5,82.2,Gap identified,Critical,2,Close the data gap and validate supporting evidence.
UrbanCore Logistics,Logistics,United States,2025,Scope 2,Scope 2 Emissions,Missing,0,1,1,77.8,92.5,82.2,Gap identified,Critical,2,Close the data gap and validate supporting evidence.
UrbanCore Logistics,Logistics,United States,2025,Scope 3,Scope 3 Emissions,Available,1,1,0,77.8,92.5,82.2,No gap,Low,2,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2025,Energy consumption,Energy Consumption,Available,1,1,0,77.8,92.5,82.2,No gap,Low,2,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2025,Renewable energy,Renewable Energy Consumption,Available,1,1,0,77.8,92.5,82.2,No gap,Low,2,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2025,Emissions reduction target,Emissions Reduction Target,Available,1,1,0,77.8,92.5,82.2,No gap,Low,2,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2025,Net-zero target,Net Zero Target,Available,1,1,0,77.8,92.5,82.2,No gap,Low,2,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2025,Water,Water Consumption,Available,1,1,0,77.8,92.5,82.2,No gap,Low,2,Maintain evidence and scheduled validation.
UrbanCore Logistics,Logistics,United States,2025,Waste,Waste Generated,Available,1,1,0,77.8,92.5,82.2,No gap,Low,2,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2024,Scope 1,Scope 1 Emissions,Available,1,1,0,77.8,93.5,82.5,No gap,Low,2,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2024,Scope 2,Scope 2 Emissions,Missing,0,1,1,77.8,93.5,82.5,Gap identified,Critical,2,Close the data gap and validate supporting evidence.
Vertex Electronics,Technology,Japan,2024,Scope 3,Scope 3 Emissions,Missing,0,1,1,77.8,93.5,82.5,Gap identified,Critical,2,Close the data gap and validate supporting evidence.
Vertex Electronics,Technology,Japan,2024,Energy consumption,Energy Consumption,Available,1,1,0,77.8,93.5,82.5,No gap,Low,2,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2024,Renewable energy,Renewable Energy Consumption,Available,1,1,0,77.8,93.5,82.5,No gap,Low,2,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2024,Emissions reduction target,Emissions Reduction Target,Available,1,1,0,77.8,93.5,82.5,No gap,Low,2,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2024,Net-zero target,Net Zero Target,Available,1,1,0,77.8,93.5,82.5,No gap,Low,2,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2024,Water,Water Consumption,Available,1,1,0,77.8,93.5,82.5,No gap,Low,2,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2024,Waste,Waste Generated,Available,1,1,0,77.8,93.5,82.5,No gap,Low,2,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2025,Scope 1,Scope 1 Emissions,Available,1,1,0,55.6,87.5,65.1,No gap,Low,1,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2025,Scope 2,Scope 2 Emissions,Missing,0,1,1,55.6,87.5,65.1,Gap identified,Critical,1,Close the data gap and validate supporting evidence.
Vertex Electronics,Technology,Japan,2025,Scope 3,Scope 3 Emissions,Available,1,1,0,55.6,87.5,65.1,No gap,Low,1,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2025,Energy consumption,Energy Consumption,Available,1,1,0,55.6,87.5,65.1,No gap,Low,1,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2025,Renewable energy,Renewable Energy Consumption,Available,1,1,0,55.6,87.5,65.1,No gap,Low,1,Maintain evidence and scheduled validation.
Vertex Electronics,Technology,Japan,2025,Emissions reduction target,Emissions Reduction Target,Missing,0,1,1,55.6,87.5,65.1,Gap identified,High,1,Close the data gap and validate supporting evidence.
Vertex Electronics,Technology,Japan,2025,Net-zero target,Net Zero Target,Missing,0,1,1,55.6,87.5,65.1,Gap identified,High,1,Close the data gap and validate supporting evidence.
Vertex Electronics,Technology,Japan,2025,Water,Water Consumption,Missing,0,1,1,55.6,87.5,65.1,Gap identified,High,1,Close the data gap and validate supporting evidence.
Vertex Electronics,Technology,Japan,2025,Waste,Waste Generated,Available,1,1,0,55.6,87.5,65.1,No gap,Low,1,Maintain evidence and scheduled validation.
