Record_ID,Company,Industry,Country,Reporting_Year,ESG_Category,Metric,Scope,Value,Unit,Source_Type,Source_Reference,Required,Expected_Unit,ESG_Category_Reference,Required_Flag,Unique_Record_Key,Duplicate_Flag,Missing_Value_Flag,Invalid_Unit_Flag,Negative_Emissions_Flag,Missing_Scope_Flag,Missing_Year_Flag,Missing_Source_Flag,Outlier_Flag,Exception_Count,Validation_Status,Severity
R0104,Northstar Foods,Retail,United Kingdom,2025.0,Waste,Waste Generated,,12415.2,GJ,Internal ESG System,SRC-2025-02,True,tonnes,Waste,True,Northstar Foods|2025.0|Waste Generated,False,False,True,False,False,False,False,False,1,Exception,Medium
R0105,Northstar Foods,Retail,United Kingdom,2025.0,Waste,Waste Recycled,,8769.0,tonnes,Internal ESG System,SRC-2025-02,True,tonnes,Waste,True,Northstar Foods|2025.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0106,Northstar Foods,Retail,United Kingdom,2025.0,Water,Water Consumption,,1457.3,ML,Internal ESG System,SRC-2025-02,True,ML,Water,True,Northstar Foods|2025.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0107,Northstar Foods,Retail,United Kingdom,2025.0,Workforce / ESG,Workforce Training Hours,,26.8,hours,Internal ESG System,SRC-2025-02,True,hours,Workforce / ESG,True,Northstar Foods|2025.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0108,Nova Healthcare,Healthcare,Canada,2024.0,Climate Strategy,Emissions Reduction Target,Emissions,67.7,%,Internal ESG System,SRC-2024-08,True,%,Climate Strategy,True,Nova Healthcare|2024.0|Emissions Reduction Target,False,False,False,False,False,False,False,False,0,Valid,None
R0109,Nova Healthcare,Healthcare,Canada,2024.0,Workforce / ESG,Employee Turnover,,18.1,%,Internal ESG System,SRC-2024-08,True,%,Workforce / ESG,True,Nova Healthcare|2024.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0110,Nova Healthcare,Healthcare,Canada,2024.0,Energy,Energy Consumption,,206547.4,MWh,Internal ESG System,SRC-2024-08,True,MWh,Energy,True,Nova Healthcare|2024.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0111,Nova Healthcare,Healthcare,Canada,2024.0,Climate Strategy,Net Zero Target,,Yes,Yes/No,Internal ESG System,SRC-2024-08,True,Yes/No,Climate Strategy,True,Nova Healthcare|2024.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0112,Nova Healthcare,Healthcare,Canada,2024.0,Climate,Scope 1 Emissions,Emissions,42348.7,tCO2e,Internal ESG System,SRC-2024-08,True,tCO2e,Climate,True,Nova Healthcare|2024.0|Scope 1 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0113,Nova Healthcare,Healthcare,Canada,2024.0,Climate,Scope 2 Emissions,Emissions,49915.6,tCO2e,Internal ESG System,SRC-2024-08,True,tCO2e,Climate,True,Nova Healthcare|2024.0|Scope 2 Emissions,False,False,False,False,False,False,False,True,1,Exception,Medium
R0114,Nova Healthcare,Healthcare,Canada,2024.0,Climate,Scope 3 Emissions,Emissions,44362.4,tCO2e,Internal ESG System,SRC-2024-08,True,tCO2e,Climate,True,Nova Healthcare|2024.0|Scope 3 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0115,Nova Healthcare,Healthcare,Canada,2024.0,Waste,Waste Generated,,7456.2,tonnes,Internal ESG System,SRC-2024-08,True,tonnes,Waste,True,Nova Healthcare|2024.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0116,Nova Healthcare,Healthcare,Canada,2024.0,Waste,Waste Recycled,,8548.4,tonnes,Internal ESG System,SRC-2024-08,True,tonnes,Waste,True,Nova Healthcare|2024.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0117,Nova Healthcare,Healthcare,Canada,2024.0,Workforce / ESG,Workforce Training Hours,,49.6,hours,Internal ESG System,SRC-2024-08,True,hours,Workforce / ESG,True,Nova Healthcare|2024.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0118,Nova Healthcare,Healthcare,Canada,2025.0,Climate Strategy,Emissions Reduction Target,Emissions,73.9,%,Internal ESG System,SRC-2025-08,True,%,Climate Strategy,True,Nova Healthcare|2025.0|Emissions Reduction Target,False,False,False,False,False,False,False,False,0,Valid,None
R0119,Nova Healthcare,Healthcare,Canada,2025.0,Workforce / ESG,Employee Turnover,,23.2,%,Internal ESG System,SRC-2025-08,True,%,Workforce / ESG,True,Nova Healthcare|2025.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0120,Nova Healthcare,Healthcare,Canada,2025.0,Energy,Energy Consumption,,6147511.199999999,MWh,Internal ESG System,SRC-2025-08,True,MWh,Energy,True,Nova Healthcare|2025.0|Energy Consumption,False,False,False,False,False,False,False,True,1,Exception,Medium
R0121,Nova Healthcare,Healthcare,Canada,2025.0,Climate Strategy,Net Zero Target,,Yes,Yes/No,Internal ESG System,SRC-2025-08,True,Yes/No,Climate Strategy,True,Nova Healthcare|2025.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0122,Nova Healthcare,Healthcare,Canada,2025.0,Energy,Renewable Energy Consumption,,259602.2,MWh,Internal ESG System,SRC-2025-08,True,MWh,Energy,True,Nova Healthcare|2025.0|Renewable Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0123,Nova Healthcare,Healthcare,Canada,2025.0,Climate,Scope 2 Emissions,Emissions,28701.5,tCO2e,Internal ESG System,SRC-2025-08,True,tCO2e,Climate,True,Nova Healthcare|2025.0|Scope 2 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0124,Nova Healthcare,Healthcare,Canada,2025.0,Climate,Scope 3 Emissions,Emissions,174860.2,tCO2e,Internal ESG System,SRC-2025-08,True,tCO2e,Climate,True,Nova Healthcare|2025.0|Scope 3 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0125,Nova Healthcare,Healthcare,Canada,2025.0,Waste,Waste Generated,,11883.0,tonnes,Internal ESG System,SRC-2025-08,True,tonnes,Waste,True,Nova Healthcare|2025.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0126,Nova Healthcare,Healthcare,Canada,2025.0,Waste,Waste Recycled,,4036.8,tonnes,Internal ESG System,SRC-2025-08,True,tonnes,Waste,True,Nova Healthcare|2025.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0127,Nova Healthcare,Healthcare,Canada,2025.0,Water,Water Consumption,,1684.4,ML,Internal ESG System,SRC-2025-08,True,ML,Water,True,Nova Healthcare|2025.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0128,Nova Healthcare,Healthcare,Canada,2025.0,Workforce / ESG,Workforce Training Hours,,56.7,hours,Internal ESG System,SRC-2025-08,True,hours,Workforce / ESG,True,Nova Healthcare|2025.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0129,Orion Telecom,Telecommunications,South Korea,2024.0,Climate Strategy,Emissions Reduction Target,Emissions,22.2,%,Internal ESG System,SRC-2024-11,True,%,Climate Strategy,True,Orion Telecom|2024.0|Emissions Reduction Target,False,False,False,False,False,False,False,False,0,Valid,None
R0130,Orion Telecom,Telecommunications,South Korea,2024.0,Workforce / ESG,Employee Turnover,,24.7,%,Internal ESG System,SRC-2024-11,True,%,Workforce / ESG,True,Orion Telecom|2024.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0131,Orion Telecom,Telecommunications,South Korea,2024.0,Energy,Energy Consumption,,240547.4,MWh,Internal ESG System,SRC-2024-11,True,MWh,Energy,True,Orion Telecom|2024.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0132,Orion Telecom,Telecommunications,South Korea,2024.0,Climate Strategy,Net Zero Target,,Yes,Yes/No,Internal ESG System,SRC-2024-11,True,Yes/No,Climate Strategy,True,Orion Telecom|2024.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0133,Orion Telecom,Telecommunications,South Korea,2024.0,Energy,Renewable Energy Consumption,,70818.1,MWh,Internal ESG System,SRC-2024-11,True,MWh,Energy,True,Orion Telecom|2024.0|Renewable Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0134,Orion Telecom,Telecommunications,South Korea,2024.0,Climate,Scope 2 Emissions,Emissions,15036.7,tCO2e,Internal ESG System,SRC-2024-11,True,tCO2e,Climate,True,Orion Telecom|2024.0|Scope 2 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0135,Orion Telecom,Telecommunications,South Korea,2024.0,Climate,Scope 3 Emissions,Emissions,,tCO2e,Internal ESG System,SRC-2024-11,True,tCO2e,Climate,True,Orion Telecom|2024.0|Scope 3 Emissions,False,True,False,False,False,False,False,False,1,Exception,High
R0136,Orion Telecom,Telecommunications,South Korea,2024.0,Waste,Waste Generated,,8326.1,tonnes,Internal ESG System,SRC-2024-11,True,tonnes,Waste,True,Orion Telecom|2024.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0137,Orion Telecom,Telecommunications,South Korea,2024.0,Waste,Waste Recycled,,7065.3,tonnes,Internal ESG System,SRC-2024-11,True,tonnes,Waste,True,Orion Telecom|2024.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0138,Orion Telecom,Telecommunications,South Korea,2024.0,Workforce / ESG,Workforce Training Hours,,30.4,hours,Internal ESG System,SRC-2024-11,True,hours,Workforce / ESG,True,Orion Telecom|2024.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0139,Orion Telecom,Telecommunications,South Korea,2025.0,Workforce / ESG,Employee Turnover,,5.4,%,Internal ESG System,SRC-2025-11,True,%,Workforce / ESG,True,Orion Telecom|2025.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0140,Orion Telecom,Telecommunications,South Korea,2025.0,Energy,Energy Consumption,,324164.1,MWh,Internal ESG System,SRC-2025-11,True,MWh,Energy,True,Orion Telecom|2025.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0141,Orion Telecom,Telecommunications,South Korea,2025.0,Climate Strategy,Net Zero Target,,Yes,Yes/No,Internal ESG System,SRC-2025-11,True,Yes/No,Climate Strategy,True,Orion Telecom|2025.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0142,Orion Telecom,Telecommunications,South Korea,2025.0,Climate,Scope 1 Emissions,Emissions,80465.5,tCO2e,Internal ESG System,SRC-2025-11,True,tCO2e,Climate,True,Orion Telecom|2025.0|Scope 1 Emissions,False,False,False,False,False,False,False,True,1,Exception,Medium
R0143,Orion Telecom,Telecommunications,South Korea,2025.0,Climate,Scope 3 Emissions,Emissions,116881.4,tCO2e,Internal ESG System,SRC-2025-11,True,tCO2e,Climate,True,Orion Telecom|2025.0|Scope 3 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0144,Orion Telecom,Telecommunications,South Korea,2025.0,Waste,Waste Generated,,12266.5,tonnes,Internal ESG System,SRC-2025-11,True,tonnes,Waste,True,Orion Telecom|2025.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0145,Orion Telecom,Telecommunications,South Korea,2025.0,Waste,Waste Recycled,,9902.6,tonnes,Internal ESG System,SRC-2025-11,True,tonnes,Waste,True,Orion Telecom|2025.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0146,Orion Telecom,Telecommunications,South Korea,2025.0,Water,Water Consumption,,2122.8,ML,Internal ESG System,SRC-2025-11,True,ML,Water,True,Orion Telecom|2025.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0147,Orion Telecom,Telecommunications,South Korea,2025.0,Workforce / ESG,Workforce Training Hours,,52.5,hours,Internal ESG System,SRC-2025-11,True,hours,Workforce / ESG,True,Orion Telecom|2025.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0148,Summit Chemicals,Chemicals,United States,2024.0,Climate Strategy,Emissions Reduction Target,Emissions,68.1,%,Internal ESG System,SRC-2024-07,True,%,Climate Strategy,True,Summit Chemicals|2024.0|Emissions Reduction Target,False,False,False,False,False,False,False,False,0,Valid,None
R0149,Summit Chemicals,Chemicals,United States,2024.0,Workforce / ESG,Employee Turnover,,21.0,%,Internal ESG System,SRC-2024-07,True,%,Workforce / ESG,True,Summit Chemicals|2024.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0150,Summit Chemicals,Chemicals,United States,2024.0,Energy,Energy Consumption,,159631.7,MWh,Internal ESG System,SRC-2024-07,True,MWh,Energy,True,Summit Chemicals|2024.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0151,Summit Chemicals,Chemicals,United States,2024.0,Climate Strategy,Net Zero Target,,No,Yes/No,Internal ESG System,SRC-2024-07,True,Yes/No,Climate Strategy,True,Summit Chemicals|2024.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0152,Summit Chemicals,Chemicals,United States,2024.0,Energy,Renewable Energy Consumption,,220841.7,MWh,Internal ESG System,,True,MWh,Energy,True,Summit Chemicals|2024.0|Renewable Energy Consumption,False,False,False,False,False,False,True,False,1,Exception,Low
R0153,Summit Chemicals,Chemicals,United States,2024.0,Climate,Scope 1 Emissions,Emissions,28117.6,tCO2e,Internal ESG System,SRC-2024-07,True,tCO2e,Climate,True,Summit Chemicals|2024.0|Scope 1 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0154,Summit Chemicals,Chemicals,United States,2024.0,Climate,Scope 2 Emissions,Emissions,37602.0,tCO2e,Internal ESG System,SRC-2024-07,True,tCO2e,Climate,True,Summit Chemicals|2024.0|Scope 2 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0155,Summit Chemicals,Chemicals,United States,2024.0,Waste,Waste Generated,,10710.6,tonnes,Internal ESG System,SRC-2024-07,True,tonnes,Waste,True,Summit Chemicals|2024.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0156,Summit Chemicals,Chemicals,United States,,Waste,Waste Recycled,,2047.9,tonnes,Internal ESG System,SRC-2024-07,True,tonnes,Waste,True,Summit Chemicals|-1.0|Waste Recycled,False,False,False,False,False,True,False,False,1,Exception,High
R0157,Summit Chemicals,Chemicals,United States,2024.0,Water,Water Consumption,,1718.1,ML,Internal ESG System,SRC-2024-07,True,ML,Water,True,Summit Chemicals|2024.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0158,Summit Chemicals,Chemicals,United States,2025.0,Climate Strategy,Emissions Reduction Target,Emissions,48.9,%,Internal ESG System,SRC-2025-07,True,%,Climate Strategy,True,Summit Chemicals|2025.0|Emissions Reduction Target,False,False,False,False,False,False,False,False,0,Valid,None
R0159,Summit Chemicals,Chemicals,United States,2025.0,Energy,Energy Consumption,,217920.2,MWh,Internal ESG System,SRC-2025-07,True,MWh,Energy,True,Summit Chemicals|2025.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0160,Summit Chemicals,Chemicals,United States,2025.0,Climate Strategy,Net Zero Target,,Yes,Yes/No,Internal ESG System,SRC-2025-07,True,Yes/No,Climate Strategy,True,Summit Chemicals|2025.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0161,Summit Chemicals,Chemicals,United States,2025.0,Energy,Renewable Energy Consumption,,323104.9,MWh,Internal ESG System,SRC-2025-07,True,MWh,Energy,True,Summit Chemicals|2025.0|Renewable Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0162,Summit Chemicals,Chemicals,United States,2025.0,Climate,Scope 1 Emissions,Emissions,28976.2,tCO2e,Internal ESG System,SRC-2025-07,True,tCO2e,Climate,True,Summit Chemicals|2025.0|Scope 1 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0163,Summit Chemicals,Chemicals,United States,2025.0,Climate,Scope 3 Emissions,Emissions,77631.5,kgCO2e,Internal ESG System,SRC-2025-07,True,tCO2e,Climate,True,Summit Chemicals|2025.0|Scope 3 Emissions,False,False,True,False,False,False,False,False,1,Exception,Medium
R0164,Summit Chemicals,Chemicals,United States,2025.0,Waste,Waste Generated,,8750.7,tonnes,Internal ESG System,SRC-2025-07,True,tonnes,Waste,True,Summit Chemicals|2025.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0165,Summit Chemicals,Chemicals,United States,2025.0,Waste,Waste Recycled,,4749.1,tonnes,Internal ESG System,SRC-2025-07,True,tonnes,Waste,True,Summit Chemicals|2025.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0166,Summit Chemicals,Chemicals,United States,2025.0,Water,Water Consumption,,2193.1,ML,Internal ESG System,SRC-2025-07,True,ML,Water,True,Summit Chemicals|2025.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0167,Summit Chemicals,Chemicals,United States,2025.0,Workforce / ESG,Workforce Training Hours,,52.8,hours,Internal ESG System,SRC-2025-07,True,hours,Workforce / ESG,True,Summit Chemicals|2025.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0168,TerraBuild Materials,Construction,Australia,2024.0,Workforce / ESG,Employee Turnover,,24.5,%,Internal ESG System,SRC-2024-09,True,%,Workforce / ESG,True,TerraBuild Materials|2024.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0169,TerraBuild Materials,Construction,Australia,2024.0,Energy,Renewable Energy Consumption,,73066.6,MWh,Internal ESG System,SRC-2024-09,True,MWh,Energy,True,TerraBuild Materials|2024.0|Renewable Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0170,TerraBuild Materials,Construction,Australia,2024.0,Climate,Scope 1 Emissions,Emissions,36556.1,tCO2e,Internal ESG System,SRC-2024-09,True,tCO2e,Climate,True,TerraBuild Materials|2024.0|Scope 1 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0171,TerraBuild Materials,Construction,Australia,2024.0,Waste,Waste Generated,,4864.7,tonnes,Internal ESG System,SRC-2024-09,True,tonnes,Waste,True,TerraBuild Materials|2024.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0172,TerraBuild Materials,Construction,Australia,2024.0,Waste,Waste Recycled,,95064.0,tonnes,Internal ESG System,SRC-2024-09,True,tonnes,Waste,True,TerraBuild Materials|2024.0|Waste Recycled,False,False,False,False,False,False,False,True,1,Exception,Medium
R0173,TerraBuild Materials,Construction,Australia,2024.0,Water,Water Consumption,,875.3,ML,Internal ESG System,SRC-2024-09,True,ML,Water,True,TerraBuild Materials|2024.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0174,TerraBuild Materials,Construction,Australia,2024.0,Workforce / ESG,Workforce Training Hours,,59.8,hours,Internal ESG System,SRC-2024-09,True,hours,Workforce / ESG,True,TerraBuild Materials|2024.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0175,TerraBuild Materials,Construction,Australia,2025.0,Climate Strategy,Emissions Reduction Target,Emissions,28.6,%,Internal ESG System,SRC-2025-09,True,%,Climate Strategy,True,TerraBuild Materials|2025.0|Emissions Reduction Target,False,False,False,False,False,False,False,False,0,Valid,None
R0176,TerraBuild Materials,Construction,Australia,2025.0,Energy,Energy Consumption,,492745.6,MWh,Internal ESG System,SRC-2025-09,True,MWh,Energy,True,TerraBuild Materials|2025.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0177,TerraBuild Materials,Construction,Australia,2025.0,Climate Strategy,Net Zero Target,,Yes,Yes/No,Internal ESG System,SRC-2025-09,True,Yes/No,Climate Strategy,True,TerraBuild Materials|2025.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0178,TerraBuild Materials,Construction,Australia,2025.0,Energy,Renewable Energy Consumption,,,MWh,Internal ESG System,SRC-2025-09,True,MWh,Energy,True,TerraBuild Materials|2025.0|Renewable Energy Consumption,False,True,False,False,False,False,False,False,1,Exception,High
R0179,TerraBuild Materials,Construction,Australia,2025.0,Climate,Scope 1 Emissions,Emissions,20218.1,tCO2e,Internal ESG System,SRC-2025-09,True,tCO2e,Climate,True,TerraBuild Materials|2025.0|Scope 1 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0180,TerraBuild Materials,Construction,Australia,2025.0,Climate,Scope 2 Emissions,Emissions,30172.2,tCO2e,Internal ESG System,SRC-2025-09,True,tCO2e,Climate,True,TerraBuild Materials|2025.0|Scope 2 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0181,TerraBuild Materials,Construction,Australia,2025.0,Climate,Scope 3 Emissions,Emissions,66802.5,tCO2e,Internal ESG System,SRC-2025-09,True,tCO2e,Climate,True,TerraBuild Materials|2025.0|Scope 3 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0182,TerraBuild Materials,Construction,Australia,2025.0,Water,Water Consumption,,2275.8,ML,Internal ESG System,SRC-2025-09,True,ML,Water,True,TerraBuild Materials|2025.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0183,TerraBuild Materials,Construction,Australia,2025.0,Workforce / ESG,Workforce Training Hours,,49.7,hours,Internal ESG System,SRC-2025-09,True,hours,Workforce / ESG,True,TerraBuild Materials|2025.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0184,UrbanCore Logistics,Logistics,United States,2024.0,Workforce / ESG,Employee Turnover,,22.9,%,Internal ESG System,SRC-2024-05,True,%,Workforce / ESG,True,UrbanCore Logistics|2024.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0185,UrbanCore Logistics,Logistics,United States,2024.0,Energy,Energy Consumption,,467514.4,MWh,Internal ESG System,SRC-2024-05,True,MWh,Energy,True,UrbanCore Logistics|2024.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0186,UrbanCore Logistics,Logistics,United States,2024.0,Climate Strategy,Net Zero Target,,Yes,Yes/No,Internal ESG System,SRC-2024-05,True,Yes/No,Climate Strategy,True,UrbanCore Logistics|2024.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0187,UrbanCore Logistics,Logistics,United States,2024.0,Energy,Renewable Energy Consumption,,179585.6,MWh,Internal ESG System,SRC-2024-05,True,MWh,Energy,True,UrbanCore Logistics|2024.0|Renewable Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0188,UrbanCore Logistics,Logistics,United States,2024.0,Climate,Scope 1 Emissions,Emissions,54300.1,tCO2e,Internal ESG System,SRC-2024-05,True,tCO2e,Climate,True,UrbanCore Logistics|2024.0|Scope 1 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0189,UrbanCore Logistics,Logistics,United States,2024.0,Climate,Scope 2 Emissions,Emissions,18515.5,tCO2e,Internal ESG System,SRC-2024-05,True,tCO2e,Climate,True,UrbanCore Logistics|2024.0|Scope 2 Emissions,True,False,False,False,False,False,False,False,1,Exception,Medium
R0190,UrbanCore Logistics,Logistics,United States,2024.0,Climate,Scope 3 Emissions,Emissions,54687.7,tCO2e,Internal ESG System,SRC-2024-05,True,tCO2e,Climate,True,UrbanCore Logistics|2024.0|Scope 3 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0191,UrbanCore Logistics,Logistics,United States,2024.0,Waste,Waste Recycled,,4378.2,tonnes,Internal ESG System,SRC-2024-05,True,tonnes,Waste,True,UrbanCore Logistics|2024.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0192,UrbanCore Logistics,Logistics,United States,2024.0,Water,Water Consumption,,715.5,ML,Internal ESG System,SRC-2024-05,True,ML,Water,True,UrbanCore Logistics|2024.0|Water Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0193,UrbanCore Logistics,Logistics,United States,2024.0,Workforce / ESG,Workforce Training Hours,,14.8,hours,Internal ESG System,SRC-2024-05,True,hours,Workforce / ESG,True,UrbanCore Logistics|2024.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0194,UrbanCore Logistics,Logistics,United States,2025.0,Climate Strategy,Emissions Reduction Target,Emissions,58.0,%,Internal ESG System,SRC-2025-05,True,%,Climate Strategy,True,UrbanCore Logistics|2025.0|Emissions Reduction Target,False,False,False,False,False,False,False,False,0,Valid,None
R0195,UrbanCore Logistics,Logistics,United States,2025.0,Workforce / ESG,Employee Turnover,,5.4,%,Internal ESG System,SRC-2025-05,True,%,Workforce / ESG,True,UrbanCore Logistics|2025.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0196,UrbanCore Logistics,Logistics,United States,2025.0,Energy,Energy Consumption,,326492.0,MWh,Internal ESG System,SRC-2025-05,True,MWh,Energy,True,UrbanCore Logistics|2025.0|Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0197,UrbanCore Logistics,Logistics,United States,2025.0,Climate Strategy,Net Zero Target,,Yes,Yes/No,Internal ESG System,SRC-2025-05,True,Yes/No,Climate Strategy,True,UrbanCore Logistics|2025.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
R0198,UrbanCore Logistics,Logistics,United States,2025.0,Energy,Renewable Energy Consumption,,162750.8,MWh,Internal ESG System,SRC-2025-05,True,MWh,Energy,True,UrbanCore Logistics|2025.0|Renewable Energy Consumption,False,False,False,False,False,False,False,False,0,Valid,None
R0199,UrbanCore Logistics,Logistics,United States,2025.0,Climate,Scope 3 Emissions,Emissions,114658.9,tCO2e,Internal ESG System,SRC-2025-05,True,tCO2e,Climate,True,UrbanCore Logistics|2025.0|Scope 3 Emissions,False,False,False,False,False,False,False,False,0,Valid,None
R0200,UrbanCore Logistics,Logistics,United States,2025.0,Waste,Waste Generated,,6811.6,tonnes,Internal ESG System,SRC-2025-05,True,tonnes,Waste,True,UrbanCore Logistics|2025.0|Waste Generated,False,False,False,False,False,False,False,False,0,Valid,None
R0201,UrbanCore Logistics,Logistics,United States,2025.0,Waste,Waste Recycled,,3364.4,tonnes,Internal ESG System,SRC-2025-05,True,tonnes,Waste,True,UrbanCore Logistics|2025.0|Waste Recycled,False,False,False,False,False,False,False,False,0,Valid,None
R0202,UrbanCore Logistics,Logistics,United States,2025.0,Water,Water Consumption,,5588.2,ML,Internal ESG System,SRC-2025-05,True,ML,Water,True,UrbanCore Logistics|2025.0|Water Consumption,False,False,False,False,False,False,False,True,1,Exception,Medium
R0203,UrbanCore Logistics,Logistics,United States,2025.0,Workforce / ESG,Workforce Training Hours,,51.1,hours,Internal ESG System,SRC-2025-05,True,hours,Workforce / ESG,True,UrbanCore Logistics|2025.0|Workforce Training Hours,False,False,False,False,False,False,False,False,0,Valid,None
R0204,Vertex Electronics,Technology,Japan,2024.0,Climate Strategy,Emissions Reduction Target,Emissions,60.3,%,Internal ESG System,SRC-2024-04,True,%,Climate Strategy,True,Vertex Electronics|2024.0|Emissions Reduction Target,False,False,False,False,False,False,False,False,0,Valid,None
R0205,Vertex Electronics,Technology,Japan,2024.0,Workforce / ESG,Employee Turnover,,14.3,%,Internal ESG System,SRC-2024-04,True,%,Workforce / ESG,True,Vertex Electronics|2024.0|Employee Turnover,False,False,False,False,False,False,False,False,0,Valid,None
R0206,Vertex Electronics,Technology,Japan,2024.0,Energy,Energy Consumption,,375630.1,MWh,Internal ESG System,,True,MWh,Energy,True,Vertex Electronics|2024.0|Energy Consumption,False,False,False,False,False,False,True,False,1,Exception,Low
R0207,Vertex Electronics,Technology,Japan,2024.0,Climate Strategy,Net Zero Target,,No,Yes/No,Internal ESG System,SRC-2024-04,True,Yes/No,Climate Strategy,True,Vertex Electronics|2024.0|Net Zero Target,False,False,False,False,False,False,False,False,0,Valid,None
